added_route_id,trip_id
742,53366403
743,53366403
741,53366407
742,53366407
743,53366407
741,53366408
742,53366408
743,53366408
741,53366410
742,53366410
743,53366410
741,53366412
742,53366412
743,53366412
741,53366415
742,53366415
743,53366415
741,53366416
742,53366416
743,53366416
741,53366418
742,53366418
743,53366418
741,53366420
742,53366420
743,53366420
741,53366422
742,53366422
743,53366422
741,53366424
742,53366424
743,53366424
741,53366426
742,53366426
743,53366426
741,53366428
742,53366428
743,53366428
741,53366430
742,53366430
743,53366430
741,53366432
742,53366432
743,53366432
741,53366434
742,53366434
743,53366434
741,53366436
742,53366436
743,53366436
741,53366438
742,53366438
743,53366438
741,53366440
742,53366440
743,53366440
741,53366443
742,53366443
743,53366443
741,53366444
742,53366444
743,53366444
741,53366446
742,53366446
743,53366446
741,53366447
742,53366447
743,53366447
741,53366451
742,53366451
743,53366451
741,53366452
742,53366452
743,53366452
741,53366455
742,53366455
743,53366455
741,53366456
742,53366456
743,53366456
741,53366459
742,53366459
743,53366459
741,53366460
742,53366460
743,53366460
741,53366463
742,53366463
743,53366463
741,53366464
742,53366464
743,53366464
741,53366467
742,53366467
743,53366467
741,53366468
742,53366468
743,53366468
741,53366471
742,53366471
743,53366471
741,53366472
742,53366472
743,53366472
741,53366475
742,53366475
743,53366475
741,53366476
742,53366476
743,53366476
741,53366478
742,53366478
743,53366478
741,53367316
742,53367316
743,53367316
741,53367317
742,53367317
743,53367317
741,53367318
742,53367318
743,53367318
741,53367319
742,53367319
743,53367319
741,53367350
742,53367350
743,53367350
741,53367351
742,53367351
743,53367351
741,53367352
742,53367352
743,53367352
741,53367365
742,53367365
743,53367365
741,53367366
742,53367366
743,53367366
741,53367367
742,53367367
743,53367367
741,53367368
742,53367368
743,53367368
741,53367369
742,53367369
743,53367369
741,53537567
742,53537567
743,53537567
741,53537575
742,53537575
743,53537575
741,53537576
742,53537576
743,53537576
741,53537602
742,53537602
743,53537602
741,53537614
742,53537614
743,53537614
741,53537630
742,53537630
743,53537630
741,53537672
742,53537672
743,53537672
741,53537704
742,53537704
743,53537704
741,53537710
742,53537710
743,53537710
741,53537765
742,53537765
743,53537765
741,53538068
742,53538068
743,53538068
741,53538070
742,53538070
743,53538070
741,53538072
742,53538072
743,53538072
741,53538075
742,53538075
743,53538075
741,53538078
742,53538078
743,53538078
741,53538079
742,53538079
743,53538079
741,53538081
742,53538081
743,53538081
741,53538082
742,53538082
743,53538082
741,53538085
742,53538085
743,53538085
741,53538086
742,53538086
743,53538086
741,53538087
742,53538087
743,53538087
741,53538091
742,53538091
743,53538091
741,53538092
742,53538092
743,53538092
741,53538094
742,53538094
743,53538094
741,53538096
742,53538096
743,53538096
741,53538099
742,53538099
743,53538099
741,53538100
742,53538100
743,53538100
741,53538102
742,53538102
743,53538102
741,53538104
742,53538104
743,53538104
741,53538106
742,53538106
743,53538106
741,53538108
742,53538108
743,53538108
741,53538110
742,53538110
743,53538110
741,53538112
742,53538112
743,53538112
741,53538114
742,53538114
743,53538114
741,53538116
742,53538116
743,53538116
741,53538118
742,53538118
743,53538118
741,53538120
742,53538120
743,53538120
741,53538122
742,53538122
743,53538122
741,53538124
742,53538124
743,53538124
741,53538127
742,53538127
743,53538127
741,53538128
742,53538128
743,53538128
741,53538130
742,53538130
743,53538130
741,53538131
742,53538131
743,53538131
741,53538135
742,53538135
743,53538135
741,53538136
742,53538136
743,53538136
741,53538139
742,53538139
743,53538139
741,53538140
742,53538140
743,53538140
741,53538143
742,53538143
743,53538143
741,53538144
742,53538144
743,53538144
741,53538147
742,53538147
743,53538147
741,53538148
742,53538148
743,53538148
741,53538151
742,53538151
743,53538151
741,53538152
742,53538152
743,53538152
741,53538155
742,53538155
743,53538155
741,53538156
742,53538156
743,53538156
741,53538159
742,53538159
743,53538159
741,53538160
742,53538160
743,53538160
741,53538162
742,53538162
743,53538162
741,53538891
742,53538891
743,53538891
741,53538892
742,53538892
743,53538892
741,53538893
742,53538893
743,53538893
741,53538894
742,53538894
743,53538894
741,53538895
742,53538895
743,53538895
741,53538896
742,53538896
743,53538896
741,53538897
742,53538897
743,53538897
741,53538912
742,53538912
743,53538912
741,53538913
742,53538913
743,53538913
741,53538914
742,53538914
743,53538914
741,53538915
742,53538915
743,53538915
741,53384717
742,53384717
743,53384717
741,53384725
742,53384725
743,53384725
741,53384726
742,53384726
743,53384726
741,53384753
742,53384753
743,53384753
741,53384765
742,53384765
743,53384765
741,53384781
742,53384781
743,53384781
741,53384824
742,53384824
743,53384824
741,53384856
742,53384856
743,53384856
741,53384862
742,53384862
743,53384862
741,53384917
742,53384917
743,53384917
741,53385277
742,53385277
743,53385277
741,53385279
742,53385279
743,53385279
741,53385281
742,53385281
743,53385281
741,53385284
742,53385284
743,53385284
741,53385287
742,53385287
743,53385287
741,53385288
742,53385288
743,53385288
741,53385290
742,53385290
743,53385290
741,53385291
742,53385291
743,53385291
741,53385294
742,53385294
743,53385294
741,53385295
742,53385295
743,53385295
741,53385296
742,53385296
743,53385296
741,53385300
742,53385300
743,53385300
741,53385301
742,53385301
743,53385301
741,53385303
742,53385303
743,53385303
741,53385305
742,53385305
743,53385305
741,53385308
742,53385308
743,53385308
741,53385309
742,53385309
743,53385309
741,53385311
742,53385311
743,53385311
741,53385313
742,53385313
743,53385313
741,53385315
742,53385315
743,53385315
741,53385317
742,53385317
743,53385317
741,53385319
742,53385319
743,53385319
741,53385321
742,53385321
743,53385321
741,53385323
742,53385323
743,53385323
741,53385325
742,53385325
743,53385325
741,53385327
742,53385327
743,53385327
741,53385329
742,53385329
743,53385329
741,53385331
742,53385331
743,53385331
741,53385333
742,53385333
743,53385333
741,53385336
742,53385336
743,53385336
741,53385337
742,53385337
743,53385337
741,53385339
742,53385339
743,53385339
741,53385340
742,53385340
743,53385340
741,53385344
742,53385344
743,53385344
741,53385345
742,53385345
743,53385345
741,53385348
742,53385348
743,53385348
741,53385349
742,53385349
743,53385349
741,53385352
742,53385352
743,53385352
741,53385353
742,53385353
743,53385353
741,53385356
742,53385356
743,53385356
741,53385357
742,53385357
743,53385357
741,53385360
742,53385360
743,53385360
741,53385361
742,53385361
743,53385361
741,53385364
742,53385364
743,53385364
741,53385365
742,53385365
743,53385365
741,53385368
742,53385368
743,53385368
741,53385369
742,53385369
743,53385369
741,53385371
742,53385371
743,53385371
741,53386217
742,53386217
743,53386217
741,53386218
742,53386218
743,53386218
741,53386219
742,53386219
743,53386219
741,53386220
742,53386220
743,53386220
741,53386252
742,53386252
743,53386252
741,53386253
742,53386253
743,53386253
741,53386254
742,53386254
743,53386254
741,53386255
742,53386255
743,53386255
741,53386256
742,53386256
743,53386256
741,53386257
742,53386257
743,53386257
741,53386258
742,53386258
743,53386258
741,53424290
742,53424290
743,53424290
741,53424299
742,53424299
743,53424299
741,53424300
742,53424300
743,53424300
741,53424301
742,53424301
743,53424301
741,53424302
742,53424302
743,53424302
741,53424303
742,53424303
743,53424303
741,53424304
742,53424304
743,53424304
741,53424305
742,53424305
743,53424305
741,53424306
742,53424306
743,53424306
741,53424307
742,53424307
743,53424307
741,53424308
742,53424308
743,53424308
741,53424309
742,53424309
743,53424309
741,53424310
742,53424310
743,53424310
741,53424311
742,53424311
743,53424311
741,53424313
742,53424313
743,53424313
741,53424316
742,53424316
743,53424316
741,53424318
742,53424318
743,53424318
741,53424319
742,53424319
743,53424319
741,53424321
742,53424321
743,53424321
741,53424324
742,53424324
743,53424324
741,53424325
742,53424325
743,53424325
741,53424327
742,53424327
743,53424327
741,53424328
742,53424328
743,53424328
741,53424330
742,53424330
743,53424330
741,53424332
742,53424332
743,53424332
741,53424334
742,53424334
743,53424334
741,53424369
742,53424369
743,53424369
741,53447113
742,53447113
743,53447113
741,53447178
742,53447178
743,53447178
741,53447183
742,53447183
743,53447183
741,53447206
742,53447206
743,53447206
741,53447235
742,53447235
743,53447235
741,53447238
742,53447238
743,53447238
741,53447262
742,53447262
743,53447262
741,53447292
742,53447292
743,53447292
741,53447346
742,53447346
743,53447346
741,53447352
742,53447352
743,53447352
741,53447841
742,53447841
743,53447841
741,53447849
742,53447849
743,53447849
741,53447850
742,53447850
743,53447850
741,53447851
742,53447851
743,53447851
741,53447852
742,53447852
743,53447852
741,53447853
742,53447853
743,53447853
741,53417946
742,53417946
743,53417946
741,53417948
742,53417948
743,53417948
741,53417950
742,53417950
743,53417950
741,53417952
742,53417952
743,53417952
741,53417954
742,53417954
743,53417954
741,53417956
742,53417956
743,53417956
741,53417958
742,53417958
743,53417958
741,53417960
742,53417960
743,53417960
741,53417962
742,53417962
743,53417962
741,53417964
742,53417964
743,53417964
741,53417966
742,53417966
743,53417966
741,53417968
742,53417968
743,53417968
741,53417970
742,53417970
743,53417970
741,53417972
742,53417972
743,53417972
741,53417974
742,53417974
743,53417974
741,53417976
742,53417976
743,53417976
741,53417978
742,53417978
743,53417978
741,53417980
742,53417980
743,53417980
741,53417982
742,53417982
743,53417982
741,53417984
742,53417984
743,53417984
741,53417986
742,53417986
743,53417986
741,53417988
742,53417988
743,53417988
741,53417990
742,53417990
743,53417990
741,53417992
742,53417992
743,53417992
741,53417994
742,53417994
743,53417994
741,53417996
742,53417996
743,53417996
741,53417998
742,53417998
743,53417998
741,53417999
742,53417999
743,53417999
741,53418002
742,53418002
743,53418002
741,53418004
742,53418004
743,53418004
741,53418006
742,53418006
743,53418006
741,53418008
742,53418008
743,53418008
741,53418009
742,53418009
743,53418009
741,53418040
742,53418040
743,53418040
741,53418269
742,53418269
743,53418269
741,53418270
742,53418270
743,53418270
741,53418272
742,53418272
743,53418272
741,53418277
742,53418277
743,53418277
741,53418279
742,53418279
743,53418279
741,53418359
742,53418359
743,53418359
741,53418363
742,53418363
743,53418363
741,53418842
742,53418842
743,53418842
741,53418865
742,53418865
743,53418865
741,53418875
742,53418875
743,53418875
741,53418876
742,53418876
743,53418876
741,53418882
742,53418882
743,53418882
741,53418883
742,53418883
743,53418883
741,53418884
742,53418884
743,53418884
741,53418885
742,53418885
743,53418885
741,53418889
742,53418889
743,53418889
741,53422551
742,53422551
743,53422551
741,53422559
742,53422559
743,53422559
741,53422560
742,53422560
743,53422560
741,53422587
742,53422587
743,53422587
741,53422599
742,53422599
743,53422599
741,53422615
742,53422615
743,53422615
741,53422658
742,53422658
743,53422658
741,53422690
742,53422690
743,53422690
741,53422696
742,53422696
743,53422696
741,53422751
742,53422751
743,53422751
741,53423111
742,53423111
743,53423111
741,53423113
742,53423113
743,53423113
741,53423115
742,53423115
743,53423115
741,53423118
742,53423118
743,53423118
741,53423121
742,53423121
743,53423121
741,53423122
742,53423122
743,53423122
741,53423124
742,53423124
743,53423124
741,53423125
742,53423125
743,53423125
741,53423128
742,53423128
743,53423128
741,53423129
742,53423129
743,53423129
741,53423130
742,53423130
743,53423130
741,53423134
742,53423134
743,53423134
741,53423135
742,53423135
743,53423135
741,53423137
742,53423137
743,53423137
741,53423139
742,53423139
743,53423139
741,53423142
742,53423142
743,53423142
741,53423143
742,53423143
743,53423143
741,53423145
742,53423145
743,53423145
741,53423147
742,53423147
743,53423147
741,53423149
742,53423149
743,53423149
741,53423151
742,53423151
743,53423151
741,53423153
742,53423153
743,53423153
741,53423155
742,53423155
743,53423155
741,53423157
742,53423157
743,53423157
741,53423159
742,53423159
743,53423159
741,53423161
742,53423161
743,53423161
741,53423163
742,53423163
743,53423163
741,53423165
742,53423165
743,53423165
741,53423167
742,53423167
743,53423167
741,53423170
742,53423170
743,53423170
741,53423171
742,53423171
743,53423171
741,53423173
742,53423173
743,53423173
741,53423174
742,53423174
743,53423174
741,53423178
742,53423178
743,53423178
741,53423179
742,53423179
743,53423179
741,53423182
742,53423182
743,53423182
741,53423183
742,53423183
743,53423183
741,53423186
742,53423186
743,53423186
741,53423187
742,53423187
743,53423187
741,53423190
742,53423190
743,53423190
741,53423191
742,53423191
743,53423191
741,53423194
742,53423194
743,53423194
741,53423195
742,53423195
743,53423195
741,53423198
742,53423198
743,53423198
741,53423199
742,53423199
743,53423199
741,53423202
742,53423202
743,53423202
741,53423203
742,53423203
743,53423203
741,53423205
742,53423205
743,53423205
741,53424001
742,53424001
743,53424001
741,53424002
742,53424002
743,53424002
741,53424003
742,53424003
743,53424003
741,53424004
742,53424004
743,53424004
741,53424005
742,53424005
743,53424005
741,53424006
742,53424006
743,53424006
741,53424020
742,53424020
743,53424020
741,53424021
742,53424021
743,53424021
741,53424022
742,53424022
743,53424022
741,53424023
742,53424023
743,53424023
741,53424041
742,53424041
743,53424041
741,53401197
742,53401197
743,53401197
741,53401206
742,53401206
743,53401206
741,53401207
742,53401207
743,53401207
741,53401208
742,53401208
743,53401208
741,53401209
742,53401209
743,53401209
741,53401210
742,53401210
743,53401210
741,53401211
742,53401211
743,53401211
741,53401212
742,53401212
743,53401212
741,53401213
742,53401213
743,53401213
741,53401214
742,53401214
743,53401214
741,53401215
742,53401215
743,53401215
741,53401216
742,53401216
743,53401216
741,53401217
742,53401217
743,53401217
741,53401218
742,53401218
743,53401218
741,53401223
742,53401223
743,53401223
741,53401231
742,53401231
743,53401231
741,53401235
742,53401235
743,53401235
741,53401237
742,53401237
743,53401237
741,53401238
742,53401238
743,53401238
741,53401245
742,53401245
743,53401245
741,53401250
742,53401250
743,53401250
741,53401254
742,53401254
743,53401254
741,53401256
742,53401256
743,53401256
741,53401263
742,53401263
743,53401263
741,53401268
742,53401268
743,53401268
741,53401273
742,53401273
743,53401273
741,53401277
742,53401277
743,53401277
741,53401347
742,53401347
743,53401347
741,53401350
742,53401350
743,53401350
741,53401351
742,53401351
743,53401351
741,53401352
742,53401352
743,53401352
741,53402133
742,53402133
743,53402133
741,53402198
742,53402198
743,53402198
741,53402203
742,53402203
743,53402203
741,53402226
742,53402226
743,53402226
741,53402255
742,53402255
743,53402255
741,53402258
742,53402258
743,53402258
741,53402282
742,53402282
743,53402282
741,53402312
742,53402312
743,53402312
741,53402366
742,53402366
743,53402366
741,53402372
742,53402372
743,53402372
741,53399923
742,53399923
743,53399923
741,53399925
742,53399925
743,53399925
741,53399927
742,53399927
743,53399927
741,53399929
742,53399929
743,53399929
741,53399931
742,53399931
743,53399931
741,53399933
742,53399933
743,53399933
741,53399935
742,53399935
743,53399935
741,53399937
742,53399937
743,53399937
741,53399939
742,53399939
743,53399939
741,53399941
742,53399941
743,53399941
741,53399943
742,53399943
743,53399943
741,53399945
742,53399945
743,53399945
741,53399947
742,53399947
743,53399947
741,53399949
742,53399949
743,53399949
741,53399951
742,53399951
743,53399951
741,53399953
742,53399953
743,53399953
741,53399955
742,53399955
743,53399955
741,53399957
742,53399957
743,53399957
741,53399959
742,53399959
743,53399959
741,53399961
742,53399961
743,53399961
741,53399963
742,53399963
743,53399963
741,53399965
742,53399965
743,53399965
741,53399967
742,53399967
743,53399967
741,53399969
742,53399969
743,53399969
741,53399971
742,53399971
743,53399971
741,53399973
742,53399973
743,53399973
741,53399975
742,53399975
743,53399975
741,53399976
742,53399976
743,53399976
741,53399979
742,53399979
743,53399979
741,53399981
742,53399981
743,53399981
741,53399983
742,53399983
743,53399983
741,53399985
742,53399985
743,53399985
741,53399986
742,53399986
743,53399986
741,53400241
742,53400241
743,53400241
741,53400243
742,53400243
743,53400243
741,53400247
742,53400247
743,53400247
741,53400248
742,53400248
743,53400248
741,53400249
742,53400249
743,53400249
741,53400250
742,53400250
743,53400250
741,53400251
742,53400251
743,53400251
741,53400264
742,53400264
743,53400264
741,53400493
742,53400493
743,53400493
741,53400494
742,53400494
743,53400494
741,53400496
742,53400496
743,53400496
741,53400501
742,53400501
743,53400501
741,53400503
742,53400503
743,53400503
741,53400583
742,53400583
743,53400583
741,53400587
742,53400587
743,53400587
741,53343423
742,53343423
743,53343423
741,53343425
742,53343425
743,53343425
741,53343427
742,53343427
743,53343427
741,53343429
742,53343429
743,53343429
741,53343431
742,53343431
743,53343431
741,53343433
742,53343433
743,53343433
741,53343435
742,53343435
743,53343435
741,53343437
742,53343437
743,53343437
741,53343439
742,53343439
743,53343439
741,53343441
742,53343441
743,53343441
741,53343443
742,53343443
743,53343443
741,53343445
742,53343445
743,53343445
741,53343447
742,53343447
743,53343447
741,53343449
742,53343449
743,53343449
741,53343451
742,53343451
743,53343451
741,53343453
742,53343453
743,53343453
741,53343455
742,53343455
743,53343455
741,53343457
742,53343457
743,53343457
741,53343459
742,53343459
743,53343459
741,53343461
742,53343461
743,53343461
741,53343463
742,53343463
743,53343463
741,53343465
742,53343465
743,53343465
741,53343467
742,53343467
743,53343467
741,53343469
742,53343469
743,53343469
741,53343471
742,53343471
743,53343471
741,53343473
742,53343473
743,53343473
741,53343476
742,53343476
743,53343476
741,53343477
742,53343477
743,53343477
741,53343479
742,53343479
743,53343479
741,53343481
742,53343481
743,53343481
741,53343483
742,53343483
743,53343483
741,53343486
742,53343486
743,53343486
741,53343738
742,53343738
743,53343738
741,53343739
742,53343739
743,53343739
741,53343741
742,53343741
743,53343741
741,53343743
742,53343743
743,53343743
741,53343744
742,53343744
743,53343744
741,53343745
742,53343745
743,53343745
741,53343753
742,53343753
743,53343753
741,53343909
742,53343909
743,53343909
741,53343910
742,53343910
743,53343910
741,53343913
742,53343913
743,53343913
741,53343928
742,53343928
743,53343928
741,53343950
742,53343950
743,53343950
741,53343998
742,53343998
743,53343998
741,53343999
742,53343999
743,53343999
741,53344010
742,53344010
743,53344010
741,53344032
742,53344032
743,53344032
741,53344063
742,53344063
743,53344063
741,53344088
742,53344088
743,53344088
741,53344089
742,53344089
743,53344089
741,53365792
742,53365792
743,53365792
741,53365809
742,53365809
743,53365809
741,53365813
742,53365813
743,53365813
741,53365829
742,53365829
743,53365829
741,53365840
742,53365840
743,53365840
741,53365860
742,53365860
743,53365860
741,53365864
742,53365864
743,53365864
741,53365875
742,53365875
743,53365875
741,53365897
742,53365897
743,53365897
741,53365908
742,53365908
743,53365908
741,53365928
742,53365928
743,53365928
741,53365941
742,53365941
743,53365941
741,53365964
742,53365964
743,53365964
741,53365979
742,53365979
743,53365979
741,53366006
742,53366006
743,53366006
741,53366025
742,53366025
743,53366025
741,53366383
742,53366383
743,53366383
741,53366385
742,53366385
743,53366385
741,53366387
742,53366387
743,53366387
741,53366389
742,53366389
743,53366389
741,53366390
742,53366390
743,53366390
741,53366392
742,53366392
743,53366392
741,53366393
742,53366393
743,53366393
741,53366396
742,53366396
743,53366396
741,53366399
742,53366399
743,53366399
741,53366400
742,53366400
743,53366400
741,53366404
742,53366404
743,53366404
741,53366405
742,53366405
743,53366405
741,53366406
742,53366406
743,53366406
741,53366409
742,53366409
743,53366409
741,53366411
742,53366411
743,53366411
741,53366413
742,53366413
743,53366413
741,53366414
742,53366414
743,53366414
741,53366417
742,53366417
743,53366417
741,53366419
742,53366419
743,53366419
741,53366421
742,53366421
743,53366421
741,53366423
742,53366423
743,53366423
741,53366425
742,53366425
743,53366425
741,53366427
742,53366427
743,53366427
741,53366429
742,53366429
743,53366429
741,53366431
742,53366431
743,53366431
741,53366433
742,53366433
743,53366433
741,53366435
742,53366435
743,53366435
741,53366437
742,53366437
743,53366437
741,53366439
742,53366439
743,53366439
741,53366441
742,53366441
743,53366441
741,53366442
742,53366442
743,53366442
741,53366445
742,53366445
743,53366445
741,53366448
742,53366448
743,53366448
741,53366449
742,53366449
743,53366449
741,53366450
742,53366450
743,53366450
741,53366453
742,53366453
743,53366453
741,53366454
742,53366454
743,53366454
741,53366457
742,53366457
743,53366457
741,53366458
742,53366458
743,53366458
741,53366461
742,53366461
743,53366461
741,53366462
742,53366462
743,53366462
741,53366465
742,53366465
743,53366465
741,53366466
742,53366466
743,53366466
741,53366469
742,53366469
743,53366469
741,53366470
